Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
membrane raft (GO:0045121)	2/163	0.6605737767017051	0.7972442132606786	0	0	0.8869293194904112	0.36776210525420766	STOM;DLL1
actin-based cell projection (GO:0098858)	1/83	0.6851822531524042	0.8089632009075998	0	0	0.8710421286031043	0.3293152573990911	ATP6V1B1
nuclear chromosome (GO:0000228)	1/83	0.6851822531524042	0.8089632009075998	0	0	0.8710421286031043	0.3293152573990911	INO80
polymeric cytoskeletal fiber (GO:0099513)	3/256	0.6889106481840723	0.8089632009075998	0	0	0.8457194978934109	0.31515204261217994	RADIL;EVPL;GAS8
coated vesicle (GO:0030135)	1/84	0.6895448236307636	0.8089632009075998	0	0	0.8605038335158817	0.3198695612700501	VAMP3
intermediate filament cytoskeleton (GO:0045111)	1/84	0.6895448236307636	0.8089632009075998	0	0	0.8605038335158817	0.3198695612700501	EVPL
clathrin-coated endocytic vesicle (GO:0045334)	1/85	0.6938471556921841	0.8094883483075482	0	0	0.8502164502164502	0.3107571558918111	VAMP3
lysosomal lumen (GO:0043202)	1/86	0.6980900781387525	0.8099387646913702	0	0	0.8401711229946524	0.30196349435292896	IDUA
clathrin-coated vesicle membrane (GO:0030665)	1/90	0.7144838526809126	0.8198995030764571	0	0	0.802247191011236	0.2697113991829336	VAMP3
platelet alpha granule (GO:0031091)	1/90	0.7144838526809126	0.8198995030764571	0	0	0.802247191011236	0.2697113991829336	NHLRC2
microtubule (GO:0005874)	2/182	0.71861251832011	0.820155591560995	0	0	0.7925385239253853	0.2618808694159795	RADIL;GAS8
cell-cell junction (GO:0005911)	3/271	0.7252104811673229	0.8232118975412854	0	0	0.7977693947843202	0.2563179993117796	BAIAP2L2;PAK2;DLL1
bounding membrane of organelle (GO:0098588)	9/767	0.7358057918311212	0.8307484746480401	0	0	0.8434081408793098	0.2587483948421628	MARCO;TPST1;WNT6;GLIPR2;P2RX1;HLA-C;GOPC;MAP3K7;PKD1
spindle (GO:0005819)	2/192	0.745672586990665	0.8357540607657828	0	0	0.7504417979254706	0.22023115376270083	TBCK;SAC3D1
trans-Golgi network membrane (GO:0032588)	1/99	0.7481988734474628	0.8357540607657828	0	0	0.7282374768089054	0.2112518336916035	VAMP3
axon (GO:0030424)	2/204	0.775178530480386	0.8610096069311864	0	0	0.7054274770542748	0.17964551166966958	TH;DOCK7
neuron projection (GO:0043005)	6/556	0.7827034184041521	0.8610096069311864	0	0	0.7747070707070707	0.18980434071953625	SNAP25;TH;PLK2;DOCK7;NSMF;STRN3
Golgi membrane (GO:0000139)	5/472	0.7831087377326506	0.8610096069311864	0	0	0.7608034324454593	0.18600405290534075	TPST1;GLIPR2;HLA-C;PKD1;VAMP3
lytic vacuole (GO:0000323)	2/219	0.8078319125265097	0.8775175380111059	0	0	0.6561606512159844	0.14002551705035715	AP5M1;RRAGC
mitotic spindle (GO:0072686)	1/120	0.8122308814867618	0.8775175380111059	0	0	0.5990832696715049	0.12459173246273823	TBCK
actin cytoskeleton (GO:0015629)	3/316	0.814402153798462	0.8775175380111059	0	0	0.681494224625215	0.139911438003196	FER;KLHL17;MYOZ3
intrinsic component of endoplasmic reticulum membrane (GO:0031227)	1/121	0.8148377138674555	0.8775175380111059	0	0	0.5940606060606061	0.12164359801629625	TRAM2
mitochondrial outer membrane (GO:0005741)	1/126	0.827340782802649	0.8826175443961861	0	0	0.5701527272727273	0.10806594842083887	MTERF3
lysosomal membrane (GO:0005765)	3/330	0.8366363212991277	0.8826175443961861	0	0	0.6518466243236886	0.11626714823977835	SPHK2;STOM;GOPC
adherens junction (GO:0005912)	1/132	0.841238816896419	0.8826175443961861	0	0	0.5438723108952117	0.09402447734917477	DLL1
cilium (GO:0005929)	2/237	0.8414071194689585	0.8826175443961861	0	0	0.6053424444789564	0.1045303192669622	PKD1;GAS8
asymmetric synapse (GO:0032279)	1/133	0.8434442536727916	0.8826175443961861	0	0	0.5397245179063361	0.09189428899515228	NSMF
trans-Golgi network (GO:0005802)	2/239	0.8447910782077782	0.8826175443961861	0	0	0.6001724722042564	0.10122864633589988	TRAPPC6B;VAMP3
postsynaptic density (GO:0014069)	1/138	0.8540218545629567	0.8878445022684203	0	0	0.5198938287989383	0.08203846358718588	NSMF
organelle outer membrane (GO:0031968)	1/142	0.8619687622759853	0.8916918230441228	0	0	0.5050419084461638	0.0750170299785224	MTERF3
lytic vacuole membrane (GO:0098852)	2/267	0.8857494819252678	0.9097769857166237	0	0	0.5359867786806225	0.06502651636774101	SPHK2;GOPC
cullin-RING ubiquitin ligase complex (GO:0031461)	1/157	0.8881156289138469	0.9097769857166237	0	0	0.4561305361305361	0.05412140781389647	KLHL25
late endosome (GO:0005770)	1/189	0.9285566825225022	0.9465869093675994	0	0	0.3778723404255319	0.028009353678508996	AP5M1
integral component of plasma membrane (GO:0005887)	13/1454	0.9679857874714819	0.979566948446626	0	0	0.6271495027481444	0.020406111610912478	CD72;SLC13A4;NLGN2;HLA-C;SLC4A3;SLC2A5;PKD1;DLL1;MARCO;HAS1;P2RX1;NOXA1;STOM
endoplasmic reticulum membrane (GO:0005789)	5/712	0.970237739413801	0.979566948446626	0	0	0.49627603772501655	0.01499455633045581	VCP;MYRF;SAR1B;ZC3H12A;RAB3GAP1
focal adhesion (GO:0005925)	1/387	0.9956176179840927	0.9960313049156279	0	0	0.1821761658031088	8.001200519629834E-4	DOCK7
cell-substrate junction (GO:0030055)	1/394	0.9960313049156279	0.9960313049156279	0	0	0.17886652787416146	7.112790702508135E-4	DOCK7
