Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
tumor necrosis factor-mediated signaling pathway (GO:0033209)	4/116	0.07701491904017391	0.39538571569334996	0	0	2.5751050420168067	6.601941316592749	PSMB5;PSMB2;PSMC1;TNFRSF14
double-strand break repair (GO:0006302)	5/164	0.07731800646755772	0.39538571569334996	0	0	2.2703010048968415	5.811581006720023	VCP;CDCA5;HUS1;LIG3;INO80
cell junction organization (GO:0034330)	3/72	0.07750808045070429	0.39538571569334996	0	0	3.130275521579869	8.005282364949235	NLGN2;MARVELD2;TJP3
response to ionizing radiation (GO:0010212)	3/72	0.07750808045070429	0.39538571569334996	0	0	3.130275521579869	8.005282364949235	NET1;HUS1;INO80
negative regulation of epithelial cell proliferation (GO:0050680)	3/72	0.07750808045070429	0.39538571569334996	0	0	3.130275521579869	8.005282364949235	ALOX5;RUNX3;CDC73
protein-containing complex assembly (GO:0065003)	7/267	0.07769755470131054	0.39538571569334996	0	0	1.948069774092079	4.977184816641256	COL16A1;SAR1B;TRAPPC6B;ZC3H12A;NOL3;CDC73;VAMP3
negative regulation of cellular macromolecule biosynthetic process (GO:2000113)	12/547	0.07783226272038889	0.39538571569334996	0	0	1.6303313508920985	4.162560775557767	TSC22D4;ILF3;MTERF3;SPINDOC;EIF2AK1;NONO;ZNF219;EPC1;ZNF217;ZNF503;CTCF;RCOR2
positive regulation of transcription by RNA polymerase II (GO:0045944)	18/908	0.07927858904707366	0.39538571569334996	0	0	1.4764044943820225	3.7423711940137263	GABPB2;CCNT1;LARP7;CDC5L;INO80;PKD1;LAGE3;DLL1;CDC73;NPAS4;ELF1;ZGLP1;ZC3H12A;EPC1;CDK12;OGT;RNF111;ZNF750
regulation of glucose metabolic process (GO:0010906)	2/34	0.07978055336935758	0.39538571569334996	0	0	4.491788321167883	11.35737670480766	DGKQ;OGT
organic cyclic compound biosynthetic process (GO:1901362)	2/34	0.07978055336935758	0.39538571569334996	0	0	4.491788321167883	11.35737670480766	DHRS11;ALOX5
protein sulfation (GO:0006477)	1/6	0.08000478854646083	0.39538571569334996	0	0	14.341090909090909	36.220845713158056	TPST1
protein-DNA covalent cross-linking repair (GO:0106300)	1/6	0.08000478854646083	0.39538571569334996	0	0	14.341090909090909	36.220845713158056	VCP
proton-transporting V-type ATPase complex assembly (GO:0070070)	1/6	0.08000478854646083	0.39538571569334996	0	0	14.341090909090909	36.220845713158056	ATP6V1B1
purine ribonucleoside catabolic process (GO:0046130)	1/6	0.08000478854646083	0.39538571569334996	0	0	14.341090909090909	36.220845713158056	ADA2
radial glial cell differentiation (GO:0060019)	1/6	0.08000478854646083	0.39538571569334996	0	0	14.341090909090909	36.220845713158056	METTL3
regulation of anion channel activity (GO:0010359)	1/6	0.08000478854646083	0.39538571569334996	0	0	14.341090909090909	36.220845713158056	GOPC
astrocyte development (GO:0014002)	1/6	0.08000478854646083	0.39538571569334996	0	0	14.341090909090909	36.220845713158056	DLL1
regulation of endoplasmic reticulum tubular network organization (GO:1903371)	1/6	0.08000478854646083	0.39538571569334996	0	0	14.341090909090909	36.220845713158056	RAB3GAP1
cellular response to salt (GO:1902075)	1/6	0.08000478854646083	0.39538571569334996	0	0	14.341090909090909	36.220845713158056	ZC3H12A
regulation of hormone biosynthetic process (GO:0046885)	1/6	0.08000478854646083	0.39538571569334996	0	0	14.341090909090909	36.220845713158056	DGKQ
regulation of hydrogen peroxide metabolic process (GO:0010310)	1/6	0.08000478854646083	0.39538571569334996	0	0	14.341090909090909	36.220845713158056	NOXA1
chitin catabolic process (GO:0006032)	1/6	0.08000478854646083	0.39538571569334996	0	0	14.341090909090909	36.220845713158056	CHI3L2
chitin metabolic process (GO:0006030)	1/6	0.08000478854646083	0.39538571569334996	0	0	14.341090909090909	36.220845713158056	CHI3L2
regulation of nuclease activity (GO:0032069)	1/6	0.08000478854646083	0.39538571569334996	0	0	14.341090909090909	36.220845713158056	OAS1
embryonic camera-type eye development (GO:0031076)	1/6	0.08000478854646083	0.39538571569334996	0	0	14.341090909090909	36.220845713158056	TH
embryonic camera-type eye morphogenesis (GO:0048596)	1/6	0.08000478854646083	0.39538571569334996	0	0	14.341090909090909	36.220845713158056	TH
regulation of protein lipidation (GO:1903059)	1/6	0.08000478854646083	0.39538571569334996	0	0	14.341090909090909	36.220845713158056	RAB3GAP1
regulation of protein localization to cilium (GO:1903564)	1/6	0.08000478854646083	0.39538571569334996	0	0	14.341090909090909	36.220845713158056	GAS8
establishment of lymphocyte polarity (GO:0001767)	1/6	0.08000478854646083	0.39538571569334996	0	0	14.341090909090909	36.220845713158056	CCR7
regulation of T-helper cell differentiation (GO:0045622)	1/6	0.08000478854646083	0.39538571569334996	0	0	14.341090909090909	36.220845713158056	RC3H1
regulation of tooth mineralization (GO:0070170)	1/6	0.08000478854646083	0.39538571569334996	0	0	14.341090909090909	36.220845713158056	WNT6
release of sequestered calcium ion into cytosol by sarcoplasmic reticulum (GO:0014808)	1/6	0.08000478854646083	0.39538571569334996	0	0	14.341090909090909	36.220845713158056	NOL3
growth hormone secretion (GO:0030252)	1/6	0.08000478854646083	0.39538571569334996	0	0	14.341090909090909	36.220845713158056	LTBP4
response to gonadotropin (GO:0034698)	1/6	0.08000478854646083	0.39538571569334996	0	0	14.341090909090909	36.220845713158056	NSMF
hexose import across plasma membrane (GO:0140271)	1/6	0.08000478854646083	0.39538571569334996	0	0	14.341090909090909	36.220845713158056	SLC2A5
leukocyte chemotaxis involved in inflammatory response (GO:0002232)	1/6	0.08000478854646083	0.39538571569334996	0	0	14.341090909090909	36.220845713158056	ALOX5
spinal cord dorsal/ventral patterning (GO:0021513)	1/6	0.08000478854646083	0.39538571569334996	0	0	14.341090909090909	36.220845713158056	CHRD
spinal cord motor neuron differentiation (GO:0021522)	1/6	0.08000478854646083	0.39538571569334996	0	0	14.341090909090909	36.220845713158056	MNX1
lipoxin metabolic process (GO:2001300)	1/6	0.08000478854646083	0.39538571569334996	0	0	14.341090909090909	36.220845713158056	ALOX5
macromolecule biosynthetic process (GO:0009059)	1/6	0.08000478854646083	0.39538571569334996	0	0	14.341090909090909	36.220845713158056	COL5A1
metanephric collecting duct development (GO:0072205)	1/6	0.08000478854646083	0.39538571569334996	0	0	14.341090909090909	36.220845713158056	PKD1
mitochondrial ribosome assembly (GO:0061668)	1/6	0.08000478854646083	0.39538571569334996	0	0	14.341090909090909	36.220845713158056	MTERF3
mRNA 3'-splice site recognition (GO:0000389)	1/6	0.08000478854646083	0.39538571569334996	0	0	14.341090909090909	36.220845713158056	SF3A3
negative regulation of cellular response to hypoxia (GO:1900038)	1/6	0.08000478854646083	0.39538571569334996	0	0	14.341090909090909	36.220845713158056	NOL3
negative regulation of fibroblast migration (GO:0010764)	1/6	0.08000478854646083	0.39538571569334996	0	0	14.341090909090909	36.220845713158056	HAS1
negative regulation of mast cell activation (GO:0033004)	1/6	0.08000478854646083	0.39538571569334996	0	0	14.341090909090909	36.220845713158056	FER
norepinephrine biosynthetic process (GO:0042421)	1/6	0.08000478854646083	0.39538571569334996	0	0	14.341090909090909	36.220845713158056	TH
peripheral nervous system neuron development (GO:0048935)	1/6	0.08000478854646083	0.39538571569334996	0	0	14.341090909090909	36.220845713158056	RUNX3
positive regulation of antigen processing and presentation (GO:0002579)	1/6	0.08000478854646083	0.39538571569334996	0	0	14.341090909090909	36.220845713158056	CCR7
positive regulation of dendritic cell antigen processing and presentation (GO:0002606)	1/6	0.08000478854646083	0.39538571569334996	0	0	14.341090909090909	36.220845713158056	CCR7
positive regulation of killing of cells of other organism (GO:0051712)	1/6	0.08000478854646083	0.39538571569334996	0	0	14.341090909090909	36.220845713158056	PRF1
positive regulation of nuclear cell cycle DNA replication (GO:0010571)	1/6	0.08000478854646083	0.39538571569334996	0	0	14.341090909090909	36.220845713158056	INO80
positive regulation of tooth mineralization (GO:0070172)	1/6	0.08000478854646083	0.39538571569334996	0	0	14.341090909090909	36.220845713158056	WNT6
postsynaptic density assembly (GO:0097107)	1/6	0.08000478854646083	0.39538571569334996	0	0	14.341090909090909	36.220845713158056	NLGN2
cellular response to oxygen-containing compound (GO:1901701)	8/323	0.08003558822945948	0.39538571569334996	0	0	1.8392797915185974	4.644703627382409	WNT6;HCN3;VCP;FER;RRAGC;ZC3H12A;NSMF;CDC73
regulation of actin filament polymerization (GO:0030833)	3/73	0.0800426824343233	0.39538571569334996	0	0	3.0854003139717427	7.791238236183585	BAIAP2L2;FER;CCR7
positive regulation of synaptic transmission (GO:0050806)	3/73	0.0800426824343233	0.39538571569334996	0	0	3.0854003139717427	7.791238236183585	RIMS3;NLGN2;PLK2
DNA damage response, signal transduction by p53 class mediator (GO:0030330)	3/74	0.08261297957515606	0.39538571569334996	0	0	3.0417891967187742	7.584970478496335	PLK2;CNOT2;CASP2
base-excision repair, gap-filling (GO:0006287)	2/35	0.08387127691611575	0.39538571569334996	0	0	4.355452333554523	10.794866974681243	RFC5;LIG3
cellular response to virus (GO:0098586)	2/35	0.08387127691611575	0.39538571569334996	0	0	4.355452333554523	10.794866974681243	OAS1;ZC3H12A
regulation of muscle cell differentiation (GO:0051147)	2/35	0.08387127691611575	0.39538571569334996	0	0	4.355452333554523	10.794866974681243	CDH15;MAPK12
regulation of postsynaptic membrane potential (GO:0060078)	2/35	0.08387127691611575	0.39538571569334996	0	0	4.355452333554523	10.794866974681243	NPAS4;RAB3GAP1
regulation of TORC1 signaling (GO:1903432)	2/35	0.08387127691611575	0.39538571569334996	0	0	4.355452333554523	10.794866974681243	RRAGC;DGKQ
maturation of SSU-rRNA (GO:0030490)	2/35	0.08387127691611575	0.39538571569334996	0	0	4.355452333554523	10.794866974681243	UTP6;NOL10
negative regulation of T cell proliferation (GO:0042130)	2/35	0.08387127691611575	0.39538571569334996	0	0	4.355452333554523	10.794866974681243	RC3H1;TNFRSF14
oxoacid metabolic process (GO:0043436)	2/35	0.08387127691611575	0.39538571569334996	0	0	4.355452333554523	10.794866974681243	TPST1;AGXT
macroautophagy (GO:0016236)	4/120	0.08477707094687577	0.39538571569334996	0	0	2.4858012170385395	6.134286641323865	VCP;MTERF3;STAM2;ATG12
regulation of transcription from RNA polymerase II promoter in response to hypoxia (GO:0061418)	3/75	0.0852184809434431	0.39538571569334996	0	0	2.9993894993894994	7.386107488246621	PSMB5;PSMB2;PSMC1
nucleic acid phosphodiester bond hydrolysis (GO:0090305)	3/75	0.0852184809434431	0.39538571569334996	0	0	2.9993894993894994	7.386107488246621	RFC5;ZC3H12A;XRN2
membrane fusion (GO:0061025)	2/36	0.08802452376200985	0.39538571569334996	0	0	4.22713610991842	10.272531803085773	RABEP1;VAMP3
purine ribonucleotide metabolic process (GO:0009150)	3/77	0.09053310013351852	0.39538571569334996	0	0	2.918027918027918	7.009219044333441	TPST1;ACOT11;ADSS2
negative regulation of developmental process (GO:0051093)	3/77	0.09053310013351852	0.39538571569334996	0	0	2.918027918027918	7.009219044333441	RC3H1;SINHCAF;DLL1
phospholipid biosynthetic process (GO:0008654)	2/37	0.09223780434397545	0.39538571569334996	0	0	4.106152241918665	9.786542511219732	SPHK2;MVD
aldehyde catabolic process (GO:0046185)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	AGXT
antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway (GO:0002484)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	HLA-C
antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent (GO:0002486)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	HLA-C
astrocyte differentiation (GO:0048708)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	DLL1
axon ensheathment in central nervous system (GO:0032291)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	MYRF
regulation of blood-brain barrier permeability (GO:1905603)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	TJP3
regulation of CD8-positive, alpha-beta T cell differentiation (GO:0043376)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	RUNX3
regulation of cortisol biosynthetic process (GO:2000064)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	DGKQ
Cdc42 protein signal transduction (GO:0032488)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	RHOV
regulation of cytoplasmic mRNA processing body assembly (GO:0010603)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	CNOT2
cellular response to gonadotropin stimulus (GO:0071371)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	NSMF
cellular response to interleukin-18 (GO:0071351)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	ALOX5
regulation of glial cell apoptotic process (GO:0034350)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	DLL1
cellular response to platelet-derived growth factor stimulus (GO:0036120)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	HAS1
regulation of hemoglobin biosynthetic process (GO:0046984)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	EIF2AK1
regulation of histamine secretion by mast cell (GO:1903593)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	VAMP3
regulation of histone deacetylase activity (GO:1901725)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	SPHK2
regulation of histone H3-K27 methylation (GO:0061085)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	OGT
chemical homeostasis within a tissue (GO:0048875)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	OAS1
regulation of ketone biosynthetic process (GO:0010566)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	DGKQ
regulation of microtubule binding (GO:1904526)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	GAS8
delamination (GO:0060232)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	METTL3
DNA ligation (GO:0006266)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	LIG3
dolichyl diphosphate biosynthetic process (GO:0006489)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	MVD
regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway (GO:1903376)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	NONO
dolichyl diphosphate metabolic process (GO:0046465)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	MVD
regulation of protein deubiquitination (GO:0090085)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	ZC3H12A
endosome to lysosome transport via multivesicular body sorting pathway (GO:0032510)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	VCP
regulation of respiratory system process (GO:0044065)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	NLGN2
flavin-containing compound metabolic process (GO:0042726)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	ACP5
glandular epithelial cell development (GO:0002068)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	DLL1
release of sequestered calcium ion into cytosol by endoplasmic reticulum (GO:1903514)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	NOL3
hyaluronan biosynthetic process (GO:0030213)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	HAS1
riboflavin metabolic process (GO:0006771)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	ACP5
ribonucleoprotein complex disassembly (GO:0032988)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	VCP
inhibition of cysteine-type endopeptidase activity (GO:0097340)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	NOL3
inhibitory postsynaptic potential (GO:0060080)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	NPAS4
interleukin-18-mediated signaling pathway (GO:0035655)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	ALOX5
selenocysteine incorporation (GO:0001514)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	SECISBP2
lipoxin biosynthetic process (GO:2001301)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	ALOX5
surfactant homeostasis (GO:0043129)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	OAS1
synaptic transmission, dopaminergic (GO:0001963)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	TH
synaptic vesicle docking (GO:0016081)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	SNAP25
marginal zone B cell differentiation (GO:0002315)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	DLL1
translational readthrough (GO:0006451)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	SECISBP2
metanephric nephron tubule development (GO:0072234)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	PKD1
tRNA threonylcarbamoyladenosine metabolic process (GO:0070525)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	LAGE3
mitochondrial DNA metabolic process (GO:0032042)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	LIG3
type B pancreatic cell development (GO:0003323)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	DLL1
negative regulation by host of viral genome replication (GO:0044828)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	ZC3H12A
negative regulation of dendritic cell apoptotic process (GO:2000669)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	CCR7
negative regulation of epidermal cell differentiation (GO:0045605)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	DLL1
negative regulation of stress-activated protein kinase signaling cascade (GO:0070303)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	IGBP1
norepinephrine metabolic process (GO:0042415)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	TH
positive regulation of humoral immune response (GO:0002922)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	CCR7
positive regulation of mast cell activation (GO:0033005)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	SPHK2
positive regulation of miRNA metabolic process (GO:2000630)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	ZC3H12A
positive regulation of mitochondrial membrane potential (GO:0010918)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	VCP
positive regulation of synaptic transmission, GABAergic (GO:0032230)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	NLGN2
protein localization to ciliary membrane (GO:1903441)	1/7	0.0927045097870444	0.39538571569334996	0	0	11.950303030303031	28.421861700537306	RABEP1
non-canonical Wnt signaling pathway (GO:0035567)	4/124	0.09290601007629339	0.39538571569334996	0	0	2.4024509803921568	5.708624597497786	PSMB5;PSMB2;PSMC1;MAP3K7
recombinational repair (GO:0000725)	3/79	0.09598248883753795	0.4060399591091704	0	0	2.8409485251590514	6.658017167964415	HUS1;LIG3;INO80
mRNA 3'-end processing (GO:0031124)	3/79	0.09598248883753795	0.4060399591091704	0	0	2.8409485251590514	6.658017167964415	CPSF2;SRSF3;CDC73
response to cAMP (GO:0051591)	2/38	0.09650868546233124	0.4060399591091704	0	0	3.991889699918897	9.333526206350381	HCN3;DGKQ
tRNA aminoacylation (GO:0043039)	2/38	0.09650868546233124	0.4060399591091704	0	0	3.991889699918897	9.333526206350381	RARS2;SARS1
positive regulation of signaling (GO:0023056)	2/38	0.09650868546233124	0.4060399591091704	0	0	3.991889699918897	9.333526206350381	RIMS3;VAMP3
positive regulation of nucleic acid-templated transcription (GO:1903508)	11/511	0.09797902488987456	0.40917679898598724	0	0	1.5959547169811321	3.707405767972309	SEC14L2;ILF3;ENY2;ELF1;MYRF;EPC1;CTCF;RGMB;RUNX3;RNF111;SNX5
lipid biosynthetic process (GO:0008610)	3/80	0.0987564323435992	0.40917679898598724	0	0	2.8039103753389467	6.491329376082411	DHRS11;ALOX5;MVD
cellular response to ketone (GO:1901655)	2/39	0.10083478918074437	0.40917679898598724	0	0	3.8838035115407377	8.910501075721612	MAP4K1;SPHK2
DNA integrity checkpoint signaling (GO:0031570)	2/39	0.10083478918074437	0.40917679898598724	0	0	3.8838035115407377	8.910501075721612	CDC5L;HUS1
positive regulation of cytoskeleton organization (GO:0051495)	3/82	0.10440019845093382	0.40917679898598724	0	0	2.7326470997357073	6.174480892869937	BAIAP2L2;FER;CCR7
response to organonitrogen compound (GO:0010243)	2/40	0.10521379181956973	0.40917679898598724	0	0	3.7814060699193237	8.514822283556367	VCP;RRAGC
synaptic vesicle exocytosis (GO:0016079)	2/40	0.10521379181956973	0.40917679898598724	0	0	3.7814060699193237	8.514822283556367	SNAP25;RIMS3
adenosine to inosine editing (GO:0006382)	1/8	0.10522955036185379	0.40917679898598724	0	0	10.242597402597402	23.062346221118663	METTL3
proximal/distal pattern formation (GO:0009954)	1/8	0.10522955036185379	0.40917679898598724	0	0	10.242597402597402	23.062346221118663	DLL1
antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent (GO:0002480)	1/8	0.10522955036185379	0.40917679898598724	0	0	10.242597402597402	23.062346221118663	HLA-C
regulation of actin filament length (GO:0030832)	1/8	0.10522955036185379	0.40917679898598724	0	0	10.242597402597402	23.062346221118663	NAA80
regulation of alpha-beta T cell proliferation (GO:0046640)	1/8	0.10522955036185379	0.40917679898598724	0	0	10.242597402597402	23.062346221118663	TNFRSF14
cell-cell adhesion mediated by cadherin (GO:0044331)	1/8	0.10522955036185379	0.40917679898598724	0	0	10.242597402597402	23.062346221118663	FER
regulation of dendritic cell chemotaxis (GO:2000508)	1/8	0.10522955036185379	0.40917679898598724	0	0	10.242597402597402	23.062346221118663	CCR7
collecting duct development (GO:0072044)	1/8	0.10522955036185379	0.40917679898598724	0	0	10.242597402597402	23.062346221118663	PKD1
DNA damage induced protein phosphorylation (GO:0006975)	1/8	0.10522955036185379	0.40917679898598724	0	0	10.242597402597402	23.062346221118663	MAPK12
regulation of proton transport (GO:0010155)	1/8	0.10522955036185379	0.40917679898598724	0	0	10.242597402597402	23.062346221118663	SPHK2
regulation of response to wounding (GO:1903034)	1/8	0.10522955036185379	0.40917679898598724	0	0	10.242597402597402	23.062346221118663	ALOX5
regulation of vascular wound healing (GO:0061043)	1/8	0.10522955036185379	0.40917679898598724	0	0	10.242597402597402	23.062346221118663	ALOX5
glyoxylate metabolic process (GO:0046487)	1/8	0.10522955036185379	0.40917679898598724	0	0	10.242597402597402	23.062346221118663	AGXT
integrin activation (GO:0033622)	1/8	0.10522955036185379	0.40917679898598724	0	0	10.242597402597402	23.062346221118663	COL16A1
short-chain fatty acid catabolic process (GO:0019626)	1/8	0.10522955036185379	0.40917679898598724	0	0	10.242597402597402	23.062346221118663	MMUT
isoprenoid metabolic process (GO:0006720)	1/8	0.10522955036185379	0.40917679898598724	0	0	10.242597402597402	23.062346221118663	MVD
store-operated calcium entry (GO:0002115)	1/8	0.10522955036185379	0.40917679898598724	0	0	10.242597402597402	23.062346221118663	CRACR2B
tyrosine phosphorylation of STAT protein (GO:0007260)	1/8	0.10522955036185379	0.40917679898598724	0	0	10.242597402597402	23.062346221118663	FER
wound healing, spreading of epidermal cells (GO:0035313)	1/8	0.10522955036185379	0.40917679898598724	0	0	10.242597402597402	23.062346221118663	COL5A1
negative regulation of alpha-beta T cell differentiation (GO:0046639)	1/8	0.10522955036185379	0.40917679898598724	0	0	10.242597402597402	23.062346221118663	RUNX3
negative regulation of glial cell apoptotic process (GO:0034351)	1/8	0.10522955036185379	0.40917679898598724	0	0	10.242597402597402	23.062346221118663	DLL1
negative regulation of mRNA polyadenylation (GO:1900364)	1/8	0.10522955036185379	0.40917679898598724	0	0	10.242597402597402	23.062346221118663	CCNT1
negative regulation of muscle cell apoptotic process (GO:0010656)	1/8	0.10522955036185379	0.40917679898598724	0	0	10.242597402597402	23.062346221118663	ZC3H12A
peptidyl-lysine hydroxylation (GO:0017185)	1/8	0.10522955036185379	0.40917679898598724	0	0	10.242597402597402	23.062346221118663	P3H3
positive regulation of dendritic cell chemotaxis (GO:2000510)	1/8	0.10522955036185379	0.40917679898598724	0	0	10.242597402597402	23.062346221118663	CCR7
positive regulation of execution phase of apoptosis (GO:1900119)	1/8	0.10522955036185379	0.40917679898598724	0	0	10.242597402597402	23.062346221118663	ZC3H12A
positive regulation of monocyte chemotactic protein-1 production (GO:0071639)	1/8	0.10522955036185379	0.40917679898598724	0	0	10.242597402597402	23.062346221118663	OAS1
positive regulation of vascular associated smooth muscle cell migration (GO:1904754)	1/8	0.10522955036185379	0.40917679898598724	0	0	10.242597402597402	23.062346221118663	DOCK7
postsynaptic density organization (GO:0097106)	1/8	0.10522955036185379	0.40917679898598724	0	0	10.242597402597402	23.062346221118663	NLGN2
regulation of primary metabolic process (GO:0080090)	4/130	0.1057630766920354	0.4095270495811098	0	0	2.28734827264239	5.138650981364054	PSMB5;PSMB2;PSMC1;MVD
positive regulation of canonical Wnt signaling pathway (GO:0090263)	4/130	0.1057630766920354	0.4095270495811098	0	0	2.28734827264239	5.138650981364054	VCP;PSMB5;PSMB2;PSMC1
regulation of Notch signaling pathway (GO:0008593)	3/83	0.10726896140220436	0.41037209163348126	0	0	2.6983516483516485	6.0238432328808	METTL3;RFNG;DLL1
epidermis development (GO:0008544)	3/83	0.10726896140220436	0.41037209163348126	0	0	2.6983516483516485	6.0238432328808	DLL1;EVPL;ZNF750
regulation of cell development (GO:0060284)	2/41	0.10964342289367877	0.41037209163348126	0	0	3.68425977915029	8.144136516847734	DOCK7;DLL1
nucleobase-containing compound catabolic process (GO:0034655)	2/41	0.10964342289367877	0.41037209163348126	0	0	3.68425977915029	8.144136516847734	XRN2;MTREX
positive regulation of biomineral tissue development (GO:0070169)	2/41	0.10964342289367877	0.41037209163348126	0	0	3.68425977915029	8.144136516847734	WNT6;ALOX5
anaphase-promoting complex-dependent catabolic process (GO:0031145)	3/84	0.11016826538746452	0.41037209163348126	0	0	2.6649029982363315	5.878100185717611	PSMB5;PSMB2;PSMC1
spindle assembly (GO:0051225)	3/84	0.11016826538746452	0.41037209163348126	0	0	2.6649029982363315	5.878100185717611	CEP192;INO80;SAC3D1
nuclear export (GO:0051168)	3/84	0.11016826538746452	0.41037209163348126	0	0	2.6649029982363315	5.878100185717611	SRSF3;NUP153;PKD1
regulation of cell adhesion (GO:0030155)	4/133	0.1124792067030685	0.41037209163348126	0	0	2.233812129502964	4.880850248349964	ARHGDIG;CHRD;CCR7;DLL1
transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178)	4/133	0.1124792067030685	0.41037209163348126	0	0	2.233812129502964	4.880850248349964	LTBP2;RGMB;MAP3K7;RNF111
